Region Code: AS
"Region Name: Asia"
Country Code: JPN
"Country Name: Japan"
Export date: 10/12/2025 10:20:56 PM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0410,Otitis media,2013,Male,Age_all,[All],10.00000000,0.00151818,0.00648959,0.01634361,
CG0490,Perinatal conditions,2013,Male,Age_all,[All],314.00000000,0.04767081,1.08041173,0.51318929,
CG0500,Low birth weight,2013,Male,Age_all,[All],106.00000000,0.01609269,0.36390716,0.17324225,
CG0510,Birth asphyxia and birth trauma,2013,Male,Age_all,[All],101.00000000,0.01533360,0.34837919,0.16507044,
CG0520,Other perinatal conditions,2013,Male,Age_all,[All],107.00000000,0.01624451,0.36812538,0.17487661,
CG0530,Nutritional deficiencies,2013,Male,Age_all,[All],1226.00000000,0.18612871,0.78361277,2.00372634,
CG0540,Protein-energy malnutrition,2013,Male,Age_all,[All],805.00000000,0.12221338,0.52620264,1.31566045,
CG0550,Iodine deficiency,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0560,Vitamin A deficiency,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2013,Male,Age_all,[All],233.00000000,0.03537356,0.13163816,0.38080607,
CG0580,Other nutritional disorders,2013,Male,Age_all,[All],188.00000000,0.02854176,0.12577197,0.30725983,
CG0590,Noncommunicable diseases,2013,Male,Age_all,[All],505215.00000000,76.70066375,319.20466358,825.70359233,
CG0600,Malignant neoplasms,2013,Male,Age_all,[All],216977.00000000,32.94098536,139.62225295,354.61870363,
CG0610,Mouth and oropharynx cancers,2013,Male,Age_all,[All],5128.00000000,0.77852202,3.54638271,8.38100219,
CG0611,a. Lip and oral cavity cancers,2013,Male,Age_all,[All],2217.00000000,0.33658021,1.54745022,3.62337790,
CG0612,b. Nasopharynx cancers,2013,Male,Age_all,[All],241.00000000,0.03658811,0.19647797,0.39388095,
CG0613,c. Other pharynx cancer,2013,Male,Age_all,[All],2670.00000000,0.40535371,1.80245452,4.36374334,
CG0620,Oesophagus cancer,2013,Male,Age_all,[All],9667.00000000,1.46762332,6.53027968,15.79936587,
CG0630,Stomach cancer,2013,Male,Age_all,[All],31978.00000000,4.85483176,20.35183370,52.26358971,
CG0640,Colon and rectum cancers,2013,Male,Age_all,[All],25976.00000000,3.94362092,17.20660469,42.45415618,
CG0650,Liver cancer,2013,Male,Age_all,[All],19816.00000000,3.00842286,12.82150203,32.38649364,
CG0660,Pancreas cancer,2013,Male,Age_all,[All],15873.00000000,2.40980501,10.69488652,25.94220900,
CG0670,"Trachea, bronchus, lung cancers",2013,Male,Age_all,[All],52054.00000000,7.90272726,32.55220924,85.07501716,
CG0680,Melanoma and other skin cancers,2013,Male,Age_all,[All],773.00000000,0.11735521,0.51535821,1.26336090,
CG0681,a. Malignant skin melanoma,2013,Male,Age_all,[All],328.00000000,0.04979626,0.24165686,0.53607034,
CG0682,b. Non-melanoma skin cancer,2013,Male,Age_all,[All],445.00000000,0.06755895,0.27370135,0.72729056,
CG0690,Breast cancer,2013,Male,Age_all,[All],82.00000000,0.01244907,0.05234619,0.13401759,
CG0730,Prostate cancer,2013,Male,Age_all,[All],11560.00000000,1.75501454,6.31264286,18.89321087,
CG0731,Testicular cancer,2013,Male,Age_all,[All],67.00000000,0.01017180,0.09879115,0.10950217,
CG0732,Kidney cancer,2013,Male,Age_all,[All],5331.00000000,0.80934105,3.43245726,8.71277743,
CG0740,Bladder cancer,2013,Male,Age_all,[All],5266.00000000,0.79947289,3.02362318,8.60654398,
CG0741,Brain and nervous system cancers,2013,Male,Age_all,[All],1200.00000000,0.18218144,1.17689988,1.96123296,
CG0742,Gallbladder and biliary tract cancer,2013,Male,Age_all,[All],8929.00000000,1.35558174,5.34291379,14.59320760,
CG0743,Larynx cancer,2013,Male,Age_all,[All],895.00000000,0.13587699,0.54915943,1.46275292,
CG0744,Thyroid cancer,2013,Male,Age_all,[All],550.00000000,0.08349983,0.35453937,0.89889844,
CG0745,Mesothelioma,2013,Male,Age_all,[All],1121.00000000,0.17018783,0.75306927,1.83211846,
CG0750,"Lymphomas, multiple myeloma",2013,Male,Age_all,[All],8403.00000000,1.27572554,5.38854792,13.73353382,
CG0751,a. Hodgkin lymphoma,2013,Male,Age_all,[All],111.00000000,0.01685178,0.08996070,0.18141405,
CG0752,b. Non-Hodgkin lymphoma,2013,Male,Age_all,[All],6230.00000000,0.94582531,4.00560589,10.18206779,
CG0753,c. Multiple myeloma,2013,Male,Age_all,[All],2062.00000000,0.31304844,1.29298133,3.37005197,
CG0760,Leukaemia,2013,Male,Age_all,[All],4806.00000000,0.72963667,3.65053585,7.85473801,
CG0780,Other neoplasms,2013,Male,Age_all,[All],5640.00000000,0.85625277,3.64121546,9.21779492,
CG0790,Diabetes mellitus,2013,Male,Age_all,[All],7294.00000000,1.10735952,4.78756658,11.92102769,
CG0800,Endocrine disorders,2013,Male,Age_all,[All],4103.00000000,0.62290871,2.72534683,6.70578237,
CG0810,Neuropsychiatric conditions,2013,Male,Age_all,[All],15945.00000000,2.42073589,10.16799955,26.05988298,
CG0820,Unipolar depressive disorders,2013,Male,Age_all,[All],74.00000000,0.01123452,0.06422413,0.12094270,
CG0830,Bipolar disorder,2013,Male,Age_all,[All],14.00000000,0.00212545,0.00992788,0.02288105,
CG0840,Schizophrenia,2013,Male,Age_all,[All],276.00000000,0.04190173,0.24037364,0.45108358,
CG0850,Epilepsy,2013,Male,Age_all,[All],406.00000000,0.06163805,0.41280379,0.66355049,
CG0860,Alcohol use disorders,2013,Male,Age_all,[All],366.00000000,0.05556534,0.32590721,0.59817605,
CG0870,Alzheimer and other dementias,2013,Male,Age_all,[All],6846.00000000,1.03934512,3.65005430,11.18883405,
CG0880,Parkinson disease,2013,Male,Age_all,[All],3158.00000000,0.47944082,1.70375448,5.16131141,
CG0890,Multiple sclerosis,2013,Male,Age_all,[All],22.00000000,0.00333999,0.01853178,0.03595594,
CG0900,Drug use disorders,2013,Male,Age_all,[All],115.00000000,0.01745905,0.15450557,0.18795149,
CG0910,Post-traumatic stress disorder,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2013,Male,Age_all,[All],63.00000000,0.00956453,0.05672221,0.10296473,
CG0970,Other neuropsychiatric disorders,2013,Male,Age_all,[All],4605.00000000,0.69912128,3.53119455,7.52623149,
CG0980,Sense organ diseases,2013,Male,Age_all,[All],7.00000000,0.00106273,0.00388668,0.01144053,
CG0990,Glaucoma,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2013,Male,Age_all,[All],7.00000000,0.00106273,0.00388668,0.01144053,
CG1040,Cardiovascular diseases,2013,Male,Age_all,[All],162508.00000000,24.67161795,101.44723982,265.59670513,
CG1050,Rheumatic heart disease,2013,Male,Age_all,[All],706.00000000,0.10718341,0.39948110,1.15385873,
CG1060,Hypertensive heart disease,2013,Male,Age_all,[All],1924.00000000,0.29209758,1.10213026,3.14451018,
CG1070,Ischaemic heart disease,2013,Male,Age_all,[All],42084.00000000,6.38910312,27.70682895,68.78043997,
CG1080,Cerebrovascular disease,2013,Male,Age_all,[All],56718.00000000,8.61080579,34.77574346,92.69767594,
CG1090,Inflammatory heart diseases,2013,Male,Age_all,[All],3450.00000000,0.52377164,2.47888164,5.63854477,
CG1110,Respiratory diseases,2013,Male,Age_all,[All],47667.00000000,7.23670227,26.00231858,77.90507633,
CG1120,Chronic obstructive pulmonary disease,2013,Male,Age_all,[All],13249.00000000,2.01143492,7.00392928,21.65364626,
CG1130,Asthma,2013,Male,Age_all,[All],694.00000000,0.10536160,0.45941831,1.13424640,
CG1140,Other respiratory diseases,2013,Male,Age_all,[All],33724.00000000,5.11990575,18.53897099,55.11718367,
CG1150,Digestive diseases,2013,Male,Age_all,[All],25053.00000000,3.80349303,17.61122520,40.94564116,
CG1160,Peptic ulcer disease,2013,Male,Age_all,[All],1588.00000000,0.24108677,1.02829095,2.59536495,
CG1170,Cirrhosis of the liver,2013,Male,Age_all,[All],8562.00000000,1.29986458,7.23684107,13.99339718,
CG1180,Appendicitis,2013,Male,Age_all,[All],55.00000000,0.00834998,0.04748390,0.08988984,
CG1181,Gastritis and duodenitis,2013,Male,Age_all,[All],34.00000000,0.00516181,0.01903018,0.05556827,
CG1182,Paralytic ileus and intestinal obstruction,2013,Male,Age_all,[All],2913.00000000,0.44224545,1.68840563,4.76089301,
CG1183,Inflammatory bowel disease,2013,Male,Age_all,[All],139.00000000,0.02110268,0.10263015,0.22717615,
CG1184,Gallbladder and biliary diseases,2013,Male,Age_all,[All],2346.00000000,0.35616472,1.29715068,3.83421044,
CG1185,Pancreatitis,2013,Male,Age_all,[All],688.00000000,0.10445069,0.51922726,1.12444023,
CG1190,Other digestive diseases,2013,Male,Age_all,[All],8728.00000000,1.32506634,5.67216538,14.26470108,
CG1200,Genitourinary diseases,2013,Male,Age_all,[All],16126.00000000,2.44821493,8.96204966,26.35570229,
CG1210,Nephritis and nephrosis,2013,Male,Age_all,[All],13634.00000000,2.06988480,7.58636199,22.28287517,
CG1220,Benign prostatic hypertrophy,2013,Male,Age_all,[All],108.00000000,0.01639633,0.05541110,0.17651097,
CG1230,Other genitourinary system diseases,2013,Male,Age_all,[All],2384.00000000,0.36193380,1.32027657,3.89631615,
CG1240,Skin diseases,2013,Male,Age_all,[All],554.00000000,0.08410710,0.33414808,0.90543588,
CG1250,Musculoskeletal diseases,2013,Male,Age_all,[All],2248.00000000,0.34128657,1.42999776,3.67404308,
CG1260,Rheumatoid arthritis,2013,Male,Age_all,[All],417.00000000,0.06330805,0.24834677,0.68152845,
CG1270,Osteoarthritis,2013,Male,Age_all,[All],10.00000000,0.00151818,0.00583293,0.01634361,
CG1280,Gout,2013,Male,Age_all,[All],17.00000000,0.00258090,0.01152998,0.02778413,
CG1290,Back pain,2013,Male,Age_all,[All],288.00000000,0.04372355,0.17259847,0.47069591,
CG1300,Other musculoskeletal disorders,2013,Male,Age_all,[All],1516.00000000,0.23015589,0.99168960,2.47769098,
CG1310,Congenital anomalies,2013,Male,Age_all,[All],1002.00000000,0.15212150,2.22155530,1.63762952,
CG1320,Abdominal wall defect,2013,Male,Age_all,[All],4.00000000,0.00060727,0.01380303,0.00653744,
CG1330,Anencephaly,2013,Male,Age_all,[All],8.00000000,0.00121454,0.02760606,0.01307489,
CG1340,Anorectal atresia,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1370,Oesophageal atresia,2013,Male,Age_all,[All],3.00000000,0.00045545,0.00982070,0.00490308,
CG1380,Renal agenesis,2013,Male,Age_all,[All],13.00000000,0.00197363,0.04485985,0.02124669,
CG1390,Down syndrome,2013,Male,Age_all,[All],34.00000000,0.00516181,0.06100975,0.05556827,
CG1400,Congenital heart anomalies,2013,Male,Age_all,[All],485.00000000,0.07363167,1.01420369,0.79266499,
CG1410,Spina bifida,2013,Male,Age_all,[All],2.00000000,0.00030364,0.00466782,0.00326872,
CG1420,Other Congenital anomalies,2013,Male,Age_all,[All],453.00000000,0.06877349,1.04558440,0.74036544,
CG1430,Oral conditions,2013,Male,Age_all,[All],23.00000000,0.00349181,0.01320960,0.03759030,
CG1440,Dental caries,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2013,Male,Age_all,[All],3.00000000,0.00045545,0.00196532,0.00490308,
CG1460,Edentulism,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2013,Male,Age_all,[All],20.00000000,0.00303636,0.01124428,0.03268722,
CG1475,Sudden infant death syndrome,2013,Male,Age_all,[All],68.00000000,0.01032361,0.23465152,0.11113653,
CG1480,Injuries,2013,Male,Age_all,[All],44475.00000000,6.75209964,44.77803293,72.68819665,
CG1490,Unintentional injuries,2013,Male,Age_all,[All],24521.00000000,3.72272592,19.24300673,40.07616121,
CG1500,Road traffic accidents,2013,Male,Age_all,[All],3583.00000000,0.54396342,4.22162939,5.85591475,
CG1510,Poisonings,2013,Male,Age_all,[All],231.00000000,0.03506993,0.28741101,0.37753735,
CG1520,Falls,2013,Male,Age_all,[All],4501.00000000,0.68333222,3.10211163,7.35625797,
CG1530,Fires,2013,Male,Age_all,[All],818.00000000,0.12418702,0.66234467,1.33690714,
CG1540,Drownings,2013,Male,Age_all,[All],3961.00000000,0.60135057,2.96804639,6.47370313,
CG1541,Exposure to mechanical forces,2013,Male,Age_all,[All],523.00000000,0.07940074,0.59567150,0.85477070,
CG1542,Natural disasters,2013,Male,Age_all,[All],43.00000000,0.00652817,0.04427622,0.07027751,
CG1550,Other unintentional injuries,2013,Male,Age_all,[All],10861.00000000,1.64889386,7.36151591,17.75079267,
CG1560,Intentional injuries,2013,Male,Age_all,[All],18353.00000000,2.78631332,23.80711673,29.99542379,
CG1570,Self-inflicted injuries,2013,Male,Age_all,[All],18165.00000000,2.75777156,23.52956176,29.68816396,
CG1580,Violence,2013,Male,Age_all,[All],180.00000000,0.02732722,0.26847480,0.29418494,
CG1590,War,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2013,Male,Age_all,[All],8.00000000,0.00121454,0.00908017,0.01307489,
CG1610,Ill-defined diseases,2013,Male,Age_all,[All],27143.00000000,4.12079237,16.54118697,44.36145524,
CG0768,Ill-defined malignant neoplasms,2013,Male,Age_all,[All],4008.00000000,0.60848601,2.55325380,6.55051809,
CG0769,Other malignant neoplasms,2013,Male,Age_all,[All],3494.00000000,0.53045163,2.71441623,5.71045664,
CG0789,Diabetes mellitus and endocrine disorders,2013,Male,Age_all,[All],11397.00000000,1.73026823,7.51291342,18.62681006,
CG1098,Ill-defined circulatory diseases,2013,Male,Age_all,[All],36412.00000000,5.52799218,21.98601576,59.51034550,
CG1099,Other circulatory diseases,2013,Male,Age_all,[All],21214.00000000,3.22066423,12.99815866,34.67133004,
CG1605,Ill-defined injuries/accidents,2013,Male,Age_all,[All],1601.00000000,0.24306041,1.72790947,2.61661164,
CG0395,COVID-19,2013,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2013,Female,Age_all,[All],609752.00000000,100.00000000,226.59839462,945.08819244,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2013,Female,Age_all,[All],73421.00000000,12.04112492,22.25314352,113.79924982,
CG0020,Infectious and parasitic diseases,2013,Female,Age_all,[All],13580.00000000,2.22713497,5.23024896,21.04838960,
CG0030,Tuberculosis,2013,Female,Age_all,[All],1329.00000000,0.21795746,0.39453421,2.05989026,
CG0040,STDs excluding HIV,2013,Female,Age_all,[All],131.00000000,0.02148414,0.05117098,0.20304411,
CG0050,Syphilis,2013,Female,Age_all,[All],1.00000000,0.00016400,0.00019701,0.00154996,
CG0060,Chlamydia,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2013,Female,Age_all,[All],130.00000000,0.02132014,0.05097397,0.20149416,
CG0090,HIV/AIDS,2013,Female,Age_all,[All],3.00000000,0.00049200,0.00245023,0.00464987,
CG0100,Diarrhoeal diseases,2013,Female,Age_all,[All],1483.00000000,0.24321363,0.52288964,2.29858334,
CG0110,Childhood-cluster diseases,2013,Female,Age_all,[All],13.00000000,0.00213201,0.00887575,0.02014942,
CG0120,Pertussis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2013,Female,Age_all,[All],9.00000000,0.00147601,0.00446390,0.01394960,
CG0140,Diphtheria,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2013,Female,Age_all,[All],1.00000000,0.00016400,0.00346795,0.00154996,
CG0160,Tetanus,2013,Female,Age_all,[All],3.00000000,0.00049200,0.00094390,0.00464987,
CG0170,Meningitis,2013,Female,Age_all,[All],122.00000000,0.02000813,0.07053116,0.18909452,
CG0180,Hepatitis B,2013,Female,Age_all,[All],319.00000000,0.05231635,0.18695346,0.49443566,
CG0190,Hepatitis C,2013,Female,Age_all,[All],2333.00000000,0.38261457,0.98196578,3.61604513,
CG0200,Malaria,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0230,Chagas disease,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2013,Female,Age_all,[All],3.00000000,0.00049200,0.00059102,0.00464987,
CG0330,Ascariasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0360,Other intestinal infections,2013,Female,Age_all,[All],3.00000000,0.00049200,0.00059102,0.00464987,
CG0370,Other infectious diseases,2013,Female,Age_all,[All],7844.00000000,1.28642464,3.01028674,12.15784742,
CG0380,Respiratory infections,2013,Female,Age_all,[All],57884.00000000,9.49303979,15.51486766,89.71759819,
CG0390,Lower respiratory infections,2013,Female,Age_all,[All],57803.00000000,9.47975570,15.47850770,89.59205183,
CG0400,Upper respiratory infections,2013,Female,Age_all,[All],78.00000000,0.01279209,0.03530094,0.12089649,
CG0410,Otitis media,2013,Female,Age_all,[All],3.00000000,0.00049200,0.00105903,0.00464987,
CG0420,Maternal conditions,2013,Female,Age_all,[All],41.00000000,0.00672405,0.07479266,0.06354816,
CG0430,Maternal haemorrhage,2013,Female,Age_all,[All],8.00000000,0.00131201,0.01510299,0.01239964,
CG0440,Maternal sepsis,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0450,Hypertensive disorders,2013,Female,Age_all,[All],8.00000000,0.00131201,0.01685807,0.01239964,
CG0460,Obstructed labour,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Pregnancy with abortive outcome,2013,Female,Age_all,[All],1.00000000,0.00016400,0.00243116,0.00154996,
CG0480,Other maternal conditions,2013,Female,Age_all,[All],24.00000000,0.00393603,0.04040044,0.03719892,
CG0490,Perinatal conditions,2013,Female,Age_all,[All],245.00000000,0.04018027,0.88472445,0.37973899,
CG0500,Low birth weight,2013,Female,Age_all,[All],95.00000000,0.01558010,0.34337510,0.14724573,
CG0510,Birth asphyxia and birth trauma,2013,Female,Age_all,[All],76.00000000,0.01246408,0.27330163,0.11779658,
CG0520,Other perinatal conditions,2013,Female,Age_all,[All],74.00000000,0.01213608,0.26804771,0.11469667,
CG0530,Nutritional deficiencies,2013,Female,Age_all,[All],1671.00000000,0.27404584,0.54850979,2.58997489,
CG0540,Protein-energy malnutrition,2013,Female,Age_all,[All],888.00000000,0.14563298,0.32522263,1.37636009,
CG0550,Iodine deficiency,2013,Female,Age_all,[All],1.00000000,0.00016400,0.00043101,0.00154996,
CG0560,Vitamin A deficiency,2013,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0570,Iron-deficiency anaemia,2013,Female,Age_all,[All],544.00000000,0.08921660,0.14845068,0.84317555,
CG0580,Other nutritional disorders,2013,Female,Age_all,[All],238.00000000,0.03903226,0.07440546,0.36888930,
